Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,"On November 7, all 100 seats in the Virginia House of Delegates and all 40 seats in the Virginia Senate will be up for election. Do you plan to vote in the November general election?",How do you plan to vote in the general election?,"If the November 7 general election for the Virginia General Assembly were held today, which Party’s candidate would you most likely support?",Do you approve or disapprove of Governor Glenn Youngkin’s job performance?,Do you approve or disapprove of President Joe Biden’s job performance?,"Microschools, sometimes referred to as learning pods, is the reimagining of the one-room schoolhouse, where class sizes are usually fewer than 15 students of varying ages, and the schedule and curriculum are tailored to fit each individual class. Would you support or oppose micro-schools in your area?","School choice allows parents to use tax dollars designated for their child’s education to send their child to the public, private, or micro-school that they believe is best for their child. Do you support or oppose school choice?","Do you believe parents should have access to as many quality school options, such as public, private, charter, and hybrid-school models, for their child?","Recently, schools have been accused of excluding parents from their child’s education. Do you agree that parents should have a significant influence on their children’s education, or should they defer to teachers and administrators?","According to a 2014 study, a school choice program centered on tax credits found that students who didn’t utilize the choice options and remained in public schools suffered no adverse effects, and evidence suggests these students actually benefited from this program. Does knowing this make you more or less likely to support school choice?","Property taxes determine the bulk of local school district funding, meaning that areas with lower property values receive less local funding for their schools than more affluent districts. Knowing that a child’s residence determines the public school they are assigned to, are you more or less likely to support school choice?","According to a study, school choice improves residential home values. Does knowing this make you more or less likely to support school choice?",Statewide studies have shown that increased school choice options have positively affected test scores in reading and math. Does knowing this make you more or less likely to support school choice?,Are you more or less likely to support your state delegate or state senator if they voted for school choice?,"Education Savings Accounts are taxpayer funds allocated for a student’s education and can be used for any education-related expenses – including online homeschool programs, private school tuition, tutoring, and school supplies. Do you support or oppose Education Savings Accounts?",School voucher programs assist low-income families by allowing for public education funds to pay for a child’s tuition at a school of their choice. Do you support school voucher programs?,"Intra-district school choice allows families to choose any school in their district, whereas inter-district school choice allows families to choose from any school in a defined region or statewide. Would you support either of these options?","Do you personally identify with this statement: “I used to have doubts about school choice, but I am more open to the idea of creating an option for kids who are struggling.”",Do you think Virginia has enough school choice options for families working to educate their children?,Do you agree or disagree with the following statement: “School choice is a partisan issue.”,"Virginia Republicans have proposed a plan that would allow for abortions until 15 weeks of pregnancy. After 15 weeks, abortions would still be allowed in cases of rape, incest, and the life of the mother. Do you support this plan?",Do you support building a casino in Richmond?,What ideology is most in line with your views?,What is the highest level of education you have completed so far?,What is your age?,Are you male or female?,What is your Race?,What Party do you most align with?,Completion Code
509,10/8/23 6:41,10/8/23 6:41,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zrov,1696764785_65229371f39e28.44262098,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,98.186.212.239,-76.2826004,36.91350174,United States,Norfolk,VA,23505,Yes,Vote early in person,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Unsure,Yes,"Yes, I just support inter-district school choice",Yes,"No, families should have more choices",Agree,Unsure,No,Moderate,Graduate degree or higher,65 or older,Female,African American,Democrat,zrov
510,10/8/23 6:41,10/8/23 6:41,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zrov,1696765282_65229562af51c2.50459101,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,98.186.212.239,-76.2826004,36.91350174,United States,Norfolk,VA,23505,Yes,Vote early in person,Republican,Disapprove,Approve,Oppose,Oppose,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Unsure,Yes,"Yes, I just support inter-district school choice",Yes,"No, families should have more choices",Agree,Unsure,No,Moderate,Graduate degree or higher,65 or older,Male,Hispanic,Democrat,zrov
511,10/8/23 6:55,10/8/23 6:55,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ozhj,1696765643_652296cb531dd2.94988861,"Mozilla/5.0 (Linux; Android 13; SM-A037U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",,172.56.216.229,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Unsure,Unsure,Unsure,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Oppose,Yes,Liberal,High School,55 – 64,Male,African American,Democrat,ozhj
512,10/8/23 6:55,10/8/23 6:55,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ozhj,1696766144_652298c088b527.35997468,"Mozilla/5.0 (Linux; Android 13; SM-A037U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",,172.56.216.229,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Republican,Disapprove,Approve,Unsure,Unsure,Unsure,Unsure,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Oppose,Yes,Liberal,High School,55 – 64,Male,African American,Democrat,ozhj
513,10/8/23 6:57,10/8/23 6:57,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rljk,1696765519_6522964fc56841.20826123,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,73.177.206.239,-78.15339661,36.71210098,United States,South Hill,VA,23970,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Less likely,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Support,Yes,"Yes, I support both",Yes,Unsure,Disagree,Support,Yes,Liberal,High School,65 or older,Male,White,Republican,rljk
514,10/8/23 13:37,10/8/23 13:37,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ksuu,1696766241_652299217815f4.09142930,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",,107.77.75.93,-122.4244995,37.78089905,United States,San Francisco,CA,94119,Yes,Vote early by mail,Democrat,Disapprove,Approve,Unsure,Oppose,No,Parents should defer to teachers and administrators,Makes no difference,Less likely,Less likely,Makes no difference,Less likely,Oppose,No,"Yes, I support both",No,"Yes, there are enough choices already",Agree,Oppose,No,Moderate,Graduate degree or higher,35 – 44,Male,White,Democrat,ksuu
515,10/8/23 7:03,10/8/23 7:03,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=kjlf,1696766387_652299b3f1b3b3.61958326,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,71.176.218.209,-77.56620026,37.51150131,United States,Richmond,VA,23235,Unsure,Undecided,Democrat,Disapprove,Approve,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Unsure,Unsure,No,Moderate,Graduate degree or higher,55 – 64,Female,White,Democrat,kjlf
516,10/8/23 7:13,10/8/23 7:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lsct,1696767039_65229c3f9c9bd3.78699454,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,71.207.132.66,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote early in person,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,Unsure,"Yes, I support both",Yes,"Yes, there are enough choices already",Agree,Oppose,No,Liberal,Graduate degree or higher,45 – 54,Female,White,Democrat,lsct
517,10/8/23 7:15,10/8/23 7:15,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=pjsw,1696766972_65229bfc402358.20441638,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,104.28.76.230,-97.8219986,37.75099945,United States,,,,I already voted,I already voted,Democrat,Disapprove,Approve,Unsure,Unsure,Unsure,Unsure,More likely,More likely,More likely,More likely,Makes no difference,Support,Yes,Unsure,No,Unsure,Unsure,Unsure,Unsure,Liberal,College,65 or older,Female,White,Democrat,pjsw
518,10/8/23 7:27,10/8/23 7:27,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=gyak,1696767226_65229cfa56d8f0.42284821,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G990U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",,71.251.233.100,-77.59059906,37.47280121,United States,Richmond,VA,23236,Yes,Vote early by mail,Democrat,Approve,Approve,Support,Support,Yes,Parents should have a significant influence,More likely,Less likely,Less likely,More likely,Less likely,Unsure,Yes,,,,,,Yes,Moderate,College,65 or older,Male,African American,Democrat,gyak
519,10/8/23 7:29,10/8/23 7:29,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=wiet,1696767708_65229edc1ff371.79143057,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,73.99.162.50,-77.54889679,37.62879944,United States,Henrico,VA,23294,Yes,Vote early in person,Republican,Disapprove,Disapprove,Unsure,Support,Yes,Parents should defer to teachers and administrators,Makes no difference,Less likely,More likely,More likely,More likely,Support,Yes,Unsure,Yes,"No, families should have more choices",Unsure,Oppose,Yes,Moderate,College,55 – 64,Male,Other,Republican,wiet
520,10/8/23 7:30,10/8/23 7:30,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=mezx,1696767879_65229f87941d72.30220744,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,98.117.71.234,-77.50340271,37.51470184,United States,Richmond,VA,23225,Yes,Vote early by mail,Democrat,Approve,Disapprove,Support,Support,Yes,Parents should defer to teachers and administrators,Makes no difference,Less likely,Makes no difference,More likely,More likely,Support,Yes,Unsure,Yes,"No, families should have more choices",Unsure,Support,Yes,Moderate,College,45 – 54,Female,African American,Democrat,mezx
521,10/8/23 7:39,10/8/23 7:39,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=gjog,1696768449_6522a1c178cc07.63838569,"Mozilla/5.0 (Linux; Android 10; moto g(7) power) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",,172.59.113.14,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Unsure,Parents should have a significant influence,Makes no difference,Less likely,Less likely,Makes no difference,Less likely,Support,No,"Yes, I support both",Yes,"No, families should have more choices",Unsure,Unsure,No,Moderate,High School,55 – 64,Female,White,Republican,gjog
522,10/8/23 7:41,10/8/23 7:41,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=oczh,1696768503_6522a1f78ec258.40917563,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Mobile/15E148 Safari/604.1",,108.56.142.175,-77.34999847,38.93000031,United States,Reston,VA,20191,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Less likely,Makes no difference,Makes no difference,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Disagree,Support,No,Moderate,Graduate degree or higher,45 – 54,Female,African American,Republican,oczh
523,10/8/23 7:50,10/8/23 7:50,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=kkai,1696769040_6522a410dcdcd9.59011000,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,173.53.111.249,-77.52089691,37.58050156,United States,Richmond,VA,23226,Yes,Vote on Election Day,Democrat,Approve,Approve,Unsure,Oppose,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,More likely,Makes no difference,Oppose,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Unsure,Oppose,No,Moderate,Graduate degree or higher,35 – 44,Female,White,Independent,kkai
524,10/8/23 7:59,10/8/23 7:59,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ytgr,1696769286_6522a5069eb741.17389661,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,129.222.252.95,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,More likely,More likely,Unsure,Yes,Unsure,Yes,"No, families should have more choices",Unsure,Support,Unsure,Conservative,High School,65 or older,Female,White,Independent,ytgr
525,10/8/23 8:00,10/8/23 8:00,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=wrhs,1696766386_652299b232baf3.26324815,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,70.108.45.231,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Unsure,Yes,Parents should defer to teachers and administrators,More likely,More likely,Makes no difference,More likely,Makes no difference,Oppose,No,"Yes, I support both",Yes,Unsure,Unsure,Oppose,No,Moderate,College,55 – 64,Female,White,Democrat,wrhs
526,10/8/23 8:45,10/8/23 8:45,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=yrrw,1696772600_6522b1f8b6d156.60122055,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,174.216.179.73,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Oppose,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,More likely,Less likely,Support,Unsure,"Yes, I just support intra-district school choice",No,Unsure,Agree,Support,Yes,Moderate,Graduate degree or higher,45 – 54,Female,White,Republican,yrrw
527,10/8/23 8:59,10/8/23 8:59,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lrwd,1696773302_6522b4b6384aa9.27556041,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/117.0.0.0 Mobile DuckDuckGo/5 Safari/537.36",,216.126.35.210,-78.47969818,38.02709961,United States,Charlottesville,VA,22902,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Oppose,Unsure,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,No,Unsure,No,"Yes, there are enough choices already",Disagree,Oppose,No,Moderate,Graduate degree or higher,65 or older,Female,Other,Independent,lrwd
528,10/8/23 8:59,10/8/23 8:59,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lrwd,1696773551_6522b5af6e98e7.96681044,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/117.0.0.0 Mobile DuckDuckGo/5 Safari/537.36",,216.126.35.210,-78.47969818,38.02709961,United States,Charlottesville,VA,22902,Yes,Vote on Election Day,Republican,Disapprove,Approve,Oppose,Oppose,Unsure,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,No,Unsure,No,"Yes, there are enough choices already",Disagree,Oppose,No,Moderate,Graduate degree or higher,65 or older,Female,Other,Independent,lrwd
529,10/8/23 9:42,10/8/23 9:42,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ampy,1696775845_6522bea51246d4.54864994,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,174.206.41.31,-79.28150177,37.33710098,United States,Forest,VA,24551,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I just support intra-district school choice",Yes,"No, families should have more choices",Disagree,Oppose,Yes,Conservative,College,45 – 54,Male,Other,Republican,ampy
530,10/8/23 9:43,10/8/23 9:43,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=xolx,1696775710_6522be1ed8bbb1.57302534,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,3.239.37.26,-77.47280121,39.04809952,United States,Ashburn,VA,20149,Yes,Vote early by mail,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Less likely,Less likely,Less likely,Less likely,Less likely,Oppose,No,"No, I oppose both school choice options",No,Unsure,Agree,Oppose,No,Moderate,High School,65 or older,Male,White,Democrat,xolx
531,10/8/23 10:10,10/8/23 10:10,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=cuat,1696777388_6522c4ac8e4490.96830800,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,104.28.39.153,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Support,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Support,No,"Yes, I support both",No,"Yes, there are enough choices already",Agree,Oppose,No,Liberal,College,55 – 64,Male,White,Democrat,cuat
532,10/8/23 10:30,10/8/23 10:30,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=iyzv,1696778088_6522c768b7be45.84657394,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 DuckDuckGo/7 Safari/605.1.15",,108.147.10.68,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,,Approve,Unsure,Unsure,,Parents should defer to teachers and administrators,More likely,More likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",Yes,Unsure,Disagree,Support,Yes,Moderate,Graduate degree or higher,65 or older,Male,White,Democrat,iyzv
533,10/8/23 11:24,10/8/23 11:24,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rwym,1696782218_6522d78ab17de2.45489180,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,50.205.206.132,-77.11949921,39.0461998,United States,Rockville,MD,20852,Yes,Vote early in person,Republican,Approve,Disapprove,,,,,,,,Less likely,,,,,,,,,,,,,,,,rwym
534,10/8/23 17:51,10/8/23 17:51,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=phqy,1696782104_6522d7187d3bd2.86363154,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,174.193.86.198,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Approve,Approve,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,More likely,Support,Yes,Unsure,Yes,"No, families should have more choices",Agree,Unsure,No,Moderate,College,35 – 44,Female,African American,Democrat,phqy
535,10/8/23 11:45,10/8/23 11:45,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=pkkr,1696704996_6521a9e459e196.69680087,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,38.45.173.60,-97.8219986,37.75099945,United States,,,,I already voted,Vote early by mail,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should have a significant influence,Less likely,Less likely,Makes no difference,Makes no difference,Less likely,Oppose,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Agree,Oppose,No,Liberal,Graduate degree or higher,55 – 64,Male,,Independent,pkkr
536,10/8/23 17:31,10/8/23 17:31,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=mfwg,1696785898_6522e5eac7ef98.99357596,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,108.44.221.151,-77.54949951,38.27099991,United States,Fredericksburg,VA,22407,Yes,Vote early in person,Democrat,,,Support,Unsure,Yes,Unsure,Less likely,Less likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,Unsure,Agree,Oppose,Yes,Liberal,Graduate degree or higher,55 – 64,Female,White,Independent,mfwg
537,10/8/23 12:50,10/8/23 12:50,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=feuj,1696786248_6522e7489c4ed7.02806498,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.59.113.250,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should defer to teachers and administrators,Less likely,More likely,Makes no difference,Makes no difference,Less likely,Support,Yes,"Yes, I just support intra-district school choice",Yes,Unsure,Agree,Support,Yes,Moderate,College,45 – 54,Male,African American,Independent,feuj
538,10/8/23 14:27,10/8/23 14:27,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tvef,1696791702_6522fc966a3814.82325602,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,104.28.78.154,-97.8219986,37.75099945,United States,,,,I already voted,I already voted,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,More likely,Support,Unsure,"Yes, I support both",Yes,"Yes, there are enough choices already",Disagree,Support,Yes,Conservative,Graduate degree or higher,45 – 54,Female,White,Republican,tvef
539,10/9/23 8:14,10/9/23 8:14,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=egcj,1696793062_652301e6208257.09139293,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/113.1  Mobile/15E148 Safari/605.1.15 Freespoke/2.0.0",,70.161.214.92,-76.24199677,36.64339828,United States,Chesapeake,VA,23322,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Agree,Oppose,Unsure,Moderate,College,55 – 64,Female,Other,Independent,egcj
